Name,State,Type,Residential customers,Revenue,Power generated,Power bought,Power in,Summer demand,Winter demand
"Mega Energy, LP",TX,Retail Power Marketer,560,7355.3,0.0,111168.0,111168.0,22.3,16.2
Anthracite Power & Light,PA,Retail Power Marketer,798,25317.8,0.0,444320.0,444320.0,0.0,0.0
Columbia Utilities Electricity,NY,Retail Power Marketer,2744,2301.0,0.0,17724.0,17724.0,0.0,0.0
City of Moreno Valley - (CA),CA,Municipal,5576,32173.7,0.0,214926.0,214926.0,49.5,28.6
"Forked Deer Electric Coop, Inc",TN,Cooperative,8320,21145.1,0.0,173124.0,173124.0,45.1,42.9
"Central Electric Coop, Inc - (PA)",PA,Cooperative,23316,39669.0,0.0,304229.0,304229.0,62.4,63.0
Valley Rural Electric Coop Inc,PA,Cooperative,20386,36212.0,0.0,299091.0,299091.0,60.4,67.1
"Bedford Rural Elec Coop, Inc",PA,Cooperative,8610,33435.0,0.0,373319.0,373319.0,66.3,69.8
"United Electric Coop, Inc - (PA)",PA,Cooperative,16490,26329.0,0.0,174456.0,174456.0,36.8,39.3
"Somerset Rural Elec Coop, Inc",PA,Cooperative,12341,20922.0,0.0,196026.0,196026.0,31.4,60.0
"Chickasaw Electric Coop, Inc",TN,Cooperative,16740,45159.9,0.0,504164.0,504164.0,126.2,89.0
Clarke-Washington E M C,AL,Cooperative,18314,34507.0,0.0,277601.0,277601.0,62.6,86.5
Westfield Electric Co,WI,Investor Owned,588,3162.0,0.0,13642.0,13642.0,2.0,2.0
"Mid-Ohio Energy Coop, Inc",OH,Cooperative,7057,20882.6,0.0,167551.0,167551.0,32.6,31.9
"Pioneer Electric Coop, Inc - (AL)",AL,Cooperative,12026,26877.0,0.0,180133.0,180133.0,40.6,51.9
City of San Marcos - (TX),TX,Municipal,20653,65404.0,0.0,609871.0,609871.0,110.7,111.0
Carroll-White REMC,IN,Cooperative,14396,41824.0,0.0,382771.0,382771.0,73.0,64.7
Todd-Wadena Electric Coop,MN,Cooperative,7875,19370.9,0.0,183496.0,183496.0,34.5,42.1
Taylor Electric Coop Inc - (TX),TX,Cooperative,14772,41087.0,0.0,306665.0,306665.0,84.0,111.0
Claverack Rural Elec Coop Inc,PA,Cooperative,17206,32222.0,0.0,253201.0,253201.0,41.8,54.8
"Palmco Power IL, LLC",NY,Retail Power Marketer,10509,4801.8,0.0,48845.0,48845.0,0.0,0.0
Tri-County Rural Elec Coop Inc,PA,Cooperative,17905,31329.0,0.0,247066.0,247066.0,47.0,49.4
"Northwestern Rural E C A, Inc - (PA)",PA,Cooperative,18122,34115.0,0.0,260309.0,260309.0,60.8,66.5
NOCO Electric,NY,Retail Power Marketer,9848,28733.0,0.0,680377.0,680377.0,0.0,0.0
"Accent Energy Holdings, LLC",OH,Retail Power Marketer,17981,27100.0,0.0,260131.0,260131.0,0.0,0.0
Constellation Energy Power Choice Inc.,TX,Retail Power Marketer,18488,19237.0,0.0,201470.0,201470.0,0.0,0.0
City of Berea Municipal Utility,KY,Municipal,4603,10038.3,0.0,123743.0,123743.0,23.8,28.0
Southwest Iowa Rural Elec Coop,IA,Cooperative,5565,12045.1,0.0,109556.0,109556.0,21.1,24.2
Penstar Power,TX,Retail Power Marketer,4423,6403.5,0.0,53141.0,53141.0,0.0,0.0
U.S. Energy Partners LLC,NY,Retail Power Marketer,1451,14907.0,0.0,349952.0,349952.0,86.1,83.6
Alliance Power Co LLC,TX,Retail Power Marketer,4185,11514.4,0.0,212886.0,212886.0,47.6,38.4
The Energy Coop,PA,Cooperative,2517,2339.2,0.0,20990.0,20990.0,0.0,0.0
Town of Murphy - (NC),NC,Municipal,3467,15203.9,0.0,138930.0,138930.0,25.7,34.8
Columbia River Peoples Ut Dist,OR,Political Subdivision,16583,34127.4,0.0,519931.0,519931.0,85.2,101.8
City of Courtland,AL,Municipal,598,2084.0,0.0,21702.0,21702.0,4.0,4.5
Hickman-Fulton Counties RECC,KY,Cooperative,2698,208.0,0.0,76317.0,76317.0,19.2,14.1
Minnesota Valley Coop L&P Assn,MN,Cooperative,4963,19456.0,0.0,215973.0,215973.0,35.4,52.0
Monroe County Elec Power Assn,MS,Cooperative,9684,23127.6,0.0,211462.0,211462.0,49.2,63.6
REA Energy Coop Inc,PA,Cooperative,20784,42057.0,0.0,389032.0,389032.0,78.3,85.4
"XOOM Energy Pennsylvania, LLC",NC,Retail Power Marketer,14888,22567.5,0.0,241016.0,241016.0,0.0,0.0
"Stream Energy Columbia, LLC",DC,Retail Power Marketer,817,1124.5,0.0,13754.0,13754.0,5.2,2.6
"XOOM Energy Maine, LLC",NC,Retail Power Marketer,1407,1352.0,0.0,14347.0,14347.0,0.0,0.0
"Nittany Energy, LLC",PA,Retail Power Marketer,337,708.1,0.0,10671.0,10671.0,0.0,0.0
Pleasant Hill Community Line,IA,Cooperative,95,459.0,0.0,5062.0,5062.0,1.0,1.0
Planet Energy,CN,Retail Power Marketer,10835,7726.0,0.0,81454.0,81454.0,13.4,14.2
"Mega Energy of Illinois, LLC",TX,Retail Power Marketer,7670,7527.8,0.0,99412.0,99412.0,29.9,16.6
Switch Energy,CT,Retail Power Marketer,3964,2686.0,0.0,40787.0,40787.0,9.0,10.0
"ResCom Energy, LLC",IL,Retail Power Marketer,224,235.6,0.0,1619.0,1619.0,0.5,0.4
Western Reserve Energy Services LLC,OH,Retail Power Marketer,32,1893.4,0.0,33130.0,33130.0,0.0,0.0
Aequitas Energy Inc,NY,Retail Power Marketer,1855,6974.0,0.0,79782.0,79782.0,0.0,0.0
Hampshire COG d/b/a Hampshire Power,MA,Retail Power Marketer,11964,9385.1,0.0,95509.0,95509.0,0.0,0.0
"HIKO Energy, LLC",NY,Retail Power Marketer,23667,19750.1,0.0,187182.0,187182.0,0.0,0.0
New Wave Energy Corporation,NY,Retail Power Marketer,2794,18403.0,0.0,366473.0,366473.0,0.0,0.0
Greenlight Energy Inc.,NY,Retail Power Marketer,7149,4964.3,0.0,49861.0,49861.0,13.0,12.9
"Rushmore Energy, LLC",TX,Retail Power Marketer,9238,6049.3,0.0,83648.0,83648.0,0.0,0.0
CEI,PA,Retail Power Marketer,1247,1238.0,0.0,9838.0,9838.0,0.0,0.0
Capital Energy LLC,OH,Retail Power Marketer,24926,35994.2,0.0,651843.0,651843.0,0.0,0.0
Spring Power & Gas,NY,Retail Power Marketer,3462,2856.0,0.0,27071.0,27071.0,0.0,0.0
Volt Electricity Provider LP,TX,Retail Power Marketer,6742,3863.6,0.0,105040.0,105040.0,0.0,0.0
MPower Energy NJ LLC,NY,Retail Power Marketer,5031,3501.4,0.0,30747.0,30747.0,0.0,0.0
Atlantic Energy LLC,NY,Retail Power Marketer,480,29243.9,0.0,269924.0,269924.0,0.0,0.0
"Perigee Energy, LLC",TX,Retail Power Marketer,9477,6350.0,0.0,87854.0,87854.0,0.0,0.0
South Bay Energy Corp.,NY,Retail Power Marketer,4796,6797.5,0.0,64199.0,64199.0,19.6,17.7
Pogo Energy LLC,TX,Retail Power Marketer,91,24.9,0.0,641.0,641.0,0.0,0.0
Heritage Power LLC,TX,Retail Power Marketer,11,3.0,0.0,37.0,37.0,0.0,0.0
Volterra Energy,TX,Retail Power Marketer,21,1.0,0.0,24.0,24.0,0.0,0.0
"Stream Energy Delaware, LLC",TX,Retail Power Marketer,94,0.5,0.0,11.0,11.0,0.0,0.4
"Summer Energy Northeast, LLC",TX,Retail Power Marketer,2258,715.0,0.0,7522.0,7522.0,0.0,0.0
"Stream Energy Illinois, LLC",TX,Retail Power Marketer,864,35.6,0.0,620.0,620.0,0.0,3.0
Pico Rivera Innovative Municipal Energy,CA,Community Choice Aggregator,14179,8376.0,0.0,14549.0,14549.0,15.7,34.9
"Renaissance Power & Gas, Inc.",NV,Retail Power Marketer,2064,1431.4,0.0,17470.0,17470.0,0.0,0.0
StateWise Energy Ohio LLC,CN,Retail Power Marketer,4495,911.0,0.0,15611.0,15611.0,0.0,0.0
Griddy Energy LLC,CA,Retail Power Marketer,1333,1569.0,0.0,18811.0,18811.0,6.0,21.0
Apple Valley Choice Energy,CA,Community Choice Aggregator,23084,11950.9,0.0,184137.0,184137.0,93.3,56.4
"Vista Energy Marketing, L.P.",TX,Retail Power Marketer,12961,6041.0,0.0,77242.0,77242.0,31.1,47.2
Aspirity Energy LLC,MN,Retail Power Marketer,11035,5233.6,0.0,65950.0,65950.0,0.0,0.0
"SFE Energy Ohio, Inc.",CN,Retail Power Marketer,1102,661.0,0.0,10113.0,10113.0,0.0,0.0
City of Ripley - (TN),TN,Municipal,5287,19457.0,0.0,194577.0,194577.0,42.0,33.6
Park Power LLC,PA,Retail Power Marketer,22216,17482.5,0.0,209611.0,209611.0,47.8,60.7
"SFE Energy Massachusetts, Inc.",CN,Retail Power Marketer,15945,26865.0,0.0,285252.0,285252.0,0.0,0.0
"Harborside Energy, LLC",NJ,Retail Power Marketer,1240,864.3,0.0,5711.0,5711.0,0.0,0.0
"Discount Energy Group, LLC",AZ,Retail Power Marketer,16503,13432.5,0.0,181253.0,181253.0,44.7,35.4
"Realgy, LLC",CT,Retail Power Marketer,23476,20185.0,0.0,411974.0,411974.0,98.0,70.8
"SBR Energy, LLC",CT,Retail Power Marketer,732,878.0,0.0,6055.0,6055.0,0.0,0.0
Marathon Power LLC,NY,Retail Power Marketer,1050,33465.0,0.0,363289.0,363289.0,0.0,0.0
"Alpha Gas and Electric, LLC",NY,Retail Power Marketer,10062,8698.0,0.0,68389.0,68389.0,0.0,0.0
Breeze LLC,TX,Retail Power Marketer,8350,13517.0,0.0,181842.0,181842.0,58.0,36.3
"Enertrade Electric, LLC",TX,Retail Power Marketer,506,920.0,0.0,9122.0,9122.0,0.0,0.0
Pro Power Providers,TX,Retail Power Marketer,1170,16257.0,0.0,209078.0,209078.0,0.0,0.0
"Mega Energy of New England, LLC",TX,Retail Power Marketer,3206,7115.7,0.0,70831.0,70831.0,10.1,7.1
"Provider Power MASS, LLC",ME,Retail Power Marketer,4117,9112.0,0.0,126311.0,126311.0,0.0,0.0
Everyday Energy LLC,CT,Retail Power Marketer,10311,29921.2,0.0,410821.0,410821.0,0.0,0.0
"XOOM Energy New Hampshire, LLC",NC,Retail Power Marketer,1838,1321.8,0.0,13440.0,13440.0,0.0,0.0
"XOOM Energy Delaware, LLC",NC,Retail Power Marketer,915,1454.9,0.0,14492.0,14492.0,0.0,0.0
"XOOM Energy Rhode Island, LLC",NC,Retail Power Marketer,1487,1771.4,0.0,18809.0,18809.0,0.0,0.0
"Mega Energy of New Hampshire, LLC",TX,Retail Power Marketer,648,1601.9,0.0,15502.0,15502.0,3.8,3.0
"Starion Energy NY, Inc.",CT,Retail Power Marketer,5943,3182.3,0.0,23428.0,23428.0,0.0,0.0
PUD No 1 of Jefferson County,WA,Political Subdivision,17202,35922.0,0.0,397193.0,397193.0,47.2,102.9
"Abest Power & Gas, LLC",CT,Retail Power Marketer,3795,2309.0,0.0,24987.0,24987.0,0.0,21.5
Axon Power & Gas LLC,TX,Retail Power Marketer,3943,5392.6,0.0,103929.0,103929.0,0.0,0.0
Heartland REMC,IN,Cooperative,16952,64826.0,0.0,646819.0,646819.0,106.8,103.6
Power Express,TX,Retail Power Marketer,5941,6834.9,0.0,123358.0,123358.0,0.0,0.0
"Shipley Choice, LLC",PA,Retail Power Marketer,17953,15256.9,0.0,196725.0,196725.0,0.0,0.0
Lykins Energy Solutions,OH,Retail Power Marketer,2094,12865.1,0.0,253933.0,253933.0,0.0,0.0
Infuse Energy LLC,TX,Retail Power Marketer,13943,17208.0,0.0,203925.0,203925.0,0.0,0.0
"Palmco Power MA, LLC",NY,Retail Power Marketer,13762,9266.0,0.0,63752.0,63752.0,0.0,0.0
"XOOM Energy Washington DC, LLC",NC,Retail Power Marketer,1192,1682.6,0.0,19220.0,19220.0,0.0,0.0
"XOOM Energy Ohio, LLC",NC,Retail Power Marketer,16128,19125.2,0.0,254697.0,254697.0,0.0,0.0
"SFE Energy New Jersey, Inc.",CN,Retail Power Marketer,4841,14938.0,0.0,163472.0,163472.0,0.0,0.0
"SFE Energy Maryland, Inc",CN,Retail Power Marketer,9974,11975.0,0.0,139066.0,139066.0,0.0,0.0
"Great American Power, LLC",GA,Retail Power Marketer,14718,13908.7,0.0,203529.0,203529.0,0.0,0.0
Pioneer Power LLC DBA Pioneer Energy,TX,Retail Power Marketer,8155,8108.7,0.0,204781.0,204781.0,0.0,0.0
"Mega Energy of Maine, LLC",TX,Retail Power Marketer,10,70.9,0.0,737.0,737.0,0.5,0.1
"Choice Energy, LLC d/b/a 4 Choice Energy",IA,Retail Power Marketer,12255,11231.3,0.0,100180.0,100180.0,0.0,0.0
Astral Energy LLC,NJ,Retail Power Marketer,5866,13876.5,0.0,123378.0,123378.0,32.6,29.7
"High West Energy, Inc",WY,Cooperative,7207,47321.0,0.0,424971.0,424971.0,78.8,55.4
Red River Valley Coop Pwr Assn,MN,Cooperative,3996,15004.0,0.0,124513.0,124513.0,18.5,39.5
"Red Lake Electric Coop, Inc",MN,Cooperative,5139,14542.7,0.0,129845.0,129845.0,19.0,30.5
City of Tuscumbia,AL,Municipal,3952,10668.1,0.0,97930.0,97930.0,23.2,20.5
Southeastern Electric Coop Inc - (SD),SD,Cooperative,14996,62419.6,0.0,677855.0,677855.0,100.7,97.5
Tullahoma Board-Public Utils,TN,Municipal,8828,28455.9,0.0,296767.0,296767.0,62.5,63.2
City of Troy - (AL),AL,Municipal,6502,36800.9,0.0,415700.0,415700.0,78.0,72.0
"Tri-County Electric Coop, Inc",FL,Cooperative,16391,38583.8,0.0,324216.0,324216.0,68.5,66.7
Tri-County Electric Coop Assn,MO,Cooperative,5776,13717.0,0.0,93840.0,93840.0,21.1,21.2
MiEnergy Cooperative,MN,Cooperative,20779,71815.3,0.0,626257.0,626257.0,110.2,110.9
Tri-State Electric Member Corp,GA,Cooperative,15718,34799.2,0.0,289456.0,289456.0,63.1,82.8
City of Trenton - (TN),TN,Municipal,1932,7071.2,0.0,69879.0,69879.0,15.2,13.5
City of Traverse City - (MI),MI,Municipal,9098,34716.0,0.0,318111.0,318111.0,63.8,53.8
Tideland Electric Member Corp,NC,Cooperative,20153,43375.0,0.0,376845.0,376845.0,85.0,89.0
"Traverse Electric Coop, Inc",MN,Cooperative,2925,10363.0,0.0,104047.0,104047.0,12.0,19.0
City of Torrington - (WY),WY,Municipal,3163,10158.0,0.0,93741.0,93741.0,17.7,15.7
"Tombigbee Electric Coop, Inc",AL,Cooperative,8132,14810.0,0.0,121131.0,121131.0,30.8,35.9
Tongue River Electric Coop Inc,MT,Cooperative,4272,13174.0,0.0,108460.0,108460.0,19.5,20.4
City of Tuskegee,AL,Municipal,5869,17548.0,0.0,165651.0,165651.0,36.0,29.0
Twin Valley Electric Coop Inc,KS,Cooperative,2170,6048.3,0.0,36673.0,36673.0,9.3,7.8
Two Rivers Water & Light,WI,Municipal,5570,8993.3,0.0,82948.0,82948.0,17.8,13.9
City of Union City,TN,Municipal,5176,24653.2,0.0,291309.0,291309.0,60.6,47.0
Verendrye Electric Coop Inc,ND,Cooperative,13896,50627.9,0.0,601642.0,601642.0,82.8,119.9
City of Vermillion - (SD),SD,Municipal,4151,7251.0,0.0,68825.0,68825.0,16.3,10.9
Vera Irrigation District #15,WA,Political Subdivision,10453,17349.0,0.0,239033.0,239033.0,44.3,45.7
City of Valley City,ND,Municipal,3174,7651.0,0.0,108884.0,108884.0,18.0,23.1
City of Valentine - (NE),NE,Municipal,1659,4506.4,0.0,49056.0,49056.0,9.1,13.8
Utilities Dist-Western IN REMC,IN,Cooperative,17916,43744.0,0.0,317989.0,317989.0,77.9,76.0
USBIA-San Carlos Project,AZ,Federal,10629,42754.0,0.0,337851.0,337851.0,81.1,53.6
USBIA-Mission Valley Power,MT,Federal,14903,31399.0,0.0,439014.0,439014.0,74.9,104.1
Upson Elec Member Corp,GA,Cooperative,8321,14579.0,0.0,131648.0,131648.0,31.0,37.0
"United Electric Co-op, Inc - (ID)",ID,Cooperative,4245,17964.0,0.0,303352.0,303352.0,59.5,53.4
"Union Rural Electric Coop, Inc",OH,Cooperative,9507,53772.1,0.0,528569.0,528569.0,104.2,85.3
Union County Electric Coop Inc,SD,Cooperative,1311,4194.0,0.0,34320.0,34320.0,5.7,6.2
"Southern Indiana R E C, Inc",IN,Cooperative,8667,37016.0,0.0,465692.0,465692.0,72.0,65.0
Western Iowa Power Coop,IA,Cooperative,3990,13814.0,0.0,105313.0,105313.0,17.1,21.6
City of Union - (SC),SC,Municipal,5739,17667.5,0.0,136701.0,136701.0,33.5,23.9
Tri-County Electric Coop,MI,Cooperative,22334,46313.4,0.0,359819.0,359819.0,84.2,65.6
Vernon Electric Coop,WI,Cooperative,10622,20132.0,0.0,154964.0,154964.0,31.9,30.2
Twin County Electric Pwr Assn,MS,Cooperative,8971,29466.9,0.0,215614.0,215614.0,75.6,39.4
"Tri-County Electric Coop, Inc",IL,Cooperative,15815,46805.3,0.0,379778.0,379778.0,80.7,70.8
Suwannee Valley Elec Coop Inc,FL,Cooperative,22675,58026.0,0.0,543813.0,543813.0,111.0,120.0
City of Superior - (NE),NE,Municipal,1018,2772.7,0.0,26138.0,26138.0,6.4,4.8
"Sumner-Cowley Elec Coop, Inc",KS,Cooperative,3258,11567.0,0.0,79580.0,79580.0,20.2,15.1
Sun Prairie Utilities,WI,Municipal,13728,27856.7,0.0,283130.0,283130.0,60.7,44.5
Sumter Electric Member Corp,GA,Cooperative,14758,45780.0,0.0,367885.0,367885.0,96.7,95.5
City of Sullivan - (MO),MO,Municipal,3155,10843.0,0.0,113734.0,113734.0,22.0,22.2
City of Sturgeon Bay - (WI),WI,Municipal,7212,15821.0,0.0,152453.0,152453.0,29.4,26.1
Strawberry Electric Serv Dist,UT,Political Subdivision,3222,5859.6,0.0,58400.0,58400.0,14.1,10.2
"Swisher Electric Coop, Inc",TX,Cooperative,3334,18989.8,0.0,169354.0,169354.0,69.2,17.6
City of Stoughton - (WI),WI,Municipal,7724,15249.6,0.0,141449.0,141449.0,32.7,24.6
City of Stilwell - (OK),OK,Municipal,1539,5023.0,0.0,76573.0,76573.0,15.6,13.2
Stillwater Utilities Authority,OK,Municipal,18558,50036.0,0.0,486359.0,486359.0,118.0,82.0
"Steuben Rural Elec Coop, Inc",NY,Cooperative,6081,10270.0,0.0,89280.0,89280.0,13.5,18.7
Steuben County Rural E M C,IN,Cooperative,9084,20250.4,0.0,190586.0,190586.0,46.7,38.5
Town of Manilla - (IA),IA,Municipal,398,562.0,0.0,7274.0,7274.0,1.5,1.6
City of Sweetwater,TN,Municipal,7100,23553.9,0.0,240707.0,240707.0,45.8,56.5
Tri-County Elec Member Corp,GA,Cooperative,19353,41726.1,0.0,375188.0,375188.0,83.9,104.8
Sylacauga Utilities Board,AL,Municipal,5246,18100.7,0.0,194673.0,194673.0,39.9,37.2
"Sun River Electric Coop, Inc",MT,Cooperative,4473,11012.8,0.0,102293.0,102293.0,28.7,16.4
Tishomingo County E P A,MS,Cooperative,10816,29704.6,0.0,283592.0,283592.0,63.3,64.8
Tippah Electric Power Assn,MS,Cooperative,10355,34306.8,0.0,342146.0,342146.0,77.5,62.9
Tipton Municipal Electric Util,IN,Municipal,3291,12898.6,0.0,143377.0,143377.0,26.5,23.3
City of Tipp City - (OH),OH,Municipal,4454,17497.0,0.0,171421.0,171421.0,33.4,26.8
City of Thomasville - (GA),GA,Municipal,13098,54860.0,0.0,504290.0,504290.0,103.0,108.0
City of Thomaston - (GA),GA,Municipal,5255,13034.0,0.0,130360.0,130360.0,27.4,17.2
Tennessee Valley Electric Coop,TN,Cooperative,15898,43452.7,0.0,391299.0,391299.0,90.8,83.2
City of Tell City - (IN),IN,Municipal,3530,17394.5,0.0,195881.0,195881.0,35.3,28.6
Three Notch Elec Member Corp,GA,Cooperative,13820,32164.0,0.0,234927.0,234927.0,77.2,49.3
City of Tarrant,AL,Municipal,2178,7699.8,0.0,63772.0,63772.0,13.5,13.2
Town of Tarboro - (NC),NC,Municipal,4879,22161.0,0.0,238013.0,238013.0,35.5,36.4
Tanner Electric Coop,WA,Cooperative,4518,11453.0,0.0,98970.0,98970.0,14.1,21.6
T I P Rural Electric Coop,IA,Cooperative,5917,15917.2,0.0,159533.0,159533.0,27.1,27.1
Tahlequah Public Works Authority,OK,Municipal,9853,15001.0,0.0,191875.0,191875.0,43.0,28.0
City of Syracuse - (NE),NE,Municipal,1006,1954.2,0.0,19767.0,19767.0,5.3,4.2
City of Sylvania - (GA),GA,Municipal,2058,29585.8,0.0,717920.0,717920.0,98.0,94.9
Steele-Waseca Cooperative Electric,MN,Cooperative,10189,37243.4,0.0,352759.0,352759.0,53.5,57.0
Virginia Tech Electric Service,VA,State,5294,32634.0,0.0,350872.0,350872.0,57.0,52.6
City of Wadena - (MN),MN,Municipal,1969,5276.2,0.0,70679.0,70679.0,11.8,13.6
Wyrulec Company,WY,Cooperative,3279,20778.6,0.0,182816.0,182816.0,37.1,24.9
Y-W Electric Assn Inc,CO,Cooperative,4798,43597.0,0.0,356467.0,356467.0,128.0,33.7
City of Worthington - (MN),MN,Municipal,4565,21264.6,0.0,226812.0,226812.0,42.8,32.9
Yellowstone Valley Elec Co-op Inc.,MT,Cooperative,17917,34817.0,0.0,288992.0,288992.0,66.6,58.9
Woodbury County Rural E C A,IA,Cooperative,3208,9221.4,0.0,77465.0,77465.0,17.4,19.6
Town of Wolfeboro,NH,Municipal,4634,9742.7,0.0,71586.0,71586.0,13.3,14.5
Wisconsin Rapids W W & L Comm,WI,Municipal,12170,26783.0,0.0,265972.0,265972.0,51.2,45.9
"Wiregrass Electric Coop, Inc",AL,Cooperative,21075,47193.0,0.0,383215.0,383215.0,91.3,110.1
City of Winthrop - (MN),MN,Municipal,666,1793.0,0.0,17865.0,17865.0,3.8,3.5
Village of Winnetka - (IL),IL,Municipal,5093,14173.0,0.0,125840.0,125840.0,34.3,22.0
Winner Municipal Utility,SD,Municipal,1447,4322.9,0.0,41260.0,41260.0,8.4,9.6
City of Winchester - (TN),TN,Municipal,4624,17770.7,0.0,179803.0,179803.0,37.5,32.9
"Wild Rice Electric Coop, Inc",MN,Cooperative,13468,31852.1,0.0,277094.0,277094.0,41.7,75.5
Whitehall Electric Utility,WI,Municipal,782,3696.6,0.0,36930.0,36930.0,6.6,5.9
Wheat Belt Public Power Dist,NE,Political Subdivision,3239,18787.1,0.0,162912.0,162912.0,52.4,19.8
Yampa Valley Electric Assn Inc,CO,Cooperative,22178,55713.6,0.0,586129.0,586129.0,67.2,102.5
City of Westfield - (MA),MA,Municipal,15894,47668.0,0.0,370768.0,370768.0,75.2,58.1
3 Phases Renewables Inc,CA,Retail Power Marketer,89,29979.0,0.0,501636.0,501636.0,70.4,87.2
Perennial Public Power Dist,NE,Political Subdivision,3551,27104.0,0.0,312653.0,312653.0,96.6,47.0
"Ravalli County Elec Coop, Inc",MT,Cooperative,9364,15074.5,0.0,169668.0,169668.0,28.9,41.4
Pella Cooperative Elec Assn,IA,Cooperative,2676,6921.9,0.0,56909.0,56909.0,13.0,11.0
Little Ocmulgee El Member Corp,GA,Cooperative,10795,22233.1,0.0,191639.0,191639.0,47.4,48.1
Ak-Chin Electric Utility Authority,AZ,State,308,6084.6,0.0,43963.0,43963.0,8.2,6.1
Wellton-Mohawk Irr & Drain Dist,AZ,Political Subdivision,2899,7607.0,0.0,73142.0,73142.0,17.0,11.5
Boone County Rural EMC,IN,Cooperative,13909,42975.0,0.0,358037.0,358037.0,72.3,69.4
City of Escanaba,MI,Municipal,6048,13002.0,0.0,137824.0,137824.0,26.2,23.4
"Vigilante Electric Coop, Inc",MT,Cooperative,8441,13459.9,0.0,186211.0,186211.0,43.9,32.2
Clark County Rural E M C - (IN),IN,Cooperative,22772,56296.6,0.0,481551.0,481551.0,114.2,106.1
Raft River Rural Elec Coop Inc,ID,Cooperative,3144,17029.0,0.0,294578.0,294578.0,81.0,29.0
Roosevelt County Elec Coop Inc,NM,Cooperative,3766,16239.0,0.0,151500.0,151500.0,26.2,22.7
"United Electric Coop, Inc - (MO)",MO,Cooperative,8780,23137.0,0.0,163661.0,163661.0,36.0,38.0
City of Laurens - (SC),SC,Municipal,4448,14489.0,0.0,111098.0,111098.0,25.0,20.7
"Fergus Electric Coop, Inc",MT,Cooperative,6069,22617.0,0.0,233744.0,233744.0,38.1,43.2
Yazoo Valley Elec Power Assn,MS,Cooperative,9464,49275.0,0.0,558598.0,558598.0,108.0,112.0
Village of Yellow Springs - (OH),OH,Municipal,1924,3812.0,0.0,32401.0,32401.0,7.4,6.1
City of Volga - (SD),SD,Municipal,945,5213.4,0.0,55399.0,55399.0,8.0,8.0
City of Westerville - (OH),OH,Municipal,14985,48461.0,0.0,483866.0,483866.0,102.5,80.4
"Wharton County Elec Coop, Inc",TX,Cooperative,5317,21487.0,0.0,232448.0,232448.0,47.7,44.0
City of Water Valley - (MS),MS,Municipal,1548,5423.1,0.0,70579.0,70579.0,13.7,11.0
Wagoner Public Works Authority,OK,Municipal,3285,7642.0,0.0,77655.0,77655.0,19.8,12.8
Washington Electric Coop - (OH),OH,Cooperative,8225,17787.2,0.0,116510.0,116510.0,29.3,25.7
Washington Elec Member Corp,GA,Cooperative,14740,37385.5,0.0,375941.0,375941.0,77.4,88.6
City of Washington - (NC),NC,Municipal,11245,33891.6,0.0,288438.0,288438.0,66.4,63.5
City of Washington - (GA),GA,Municipal,2057,10007.0,0.0,94649.0,94649.0,16.6,16.0
City of Washington - (IN),IN,Municipal,6405,17288.0,0.0,178682.0,178682.0,40.5,31.5
"Wasco Electric Coop, Inc",OR,Cooperative,3792,11948.0,0.0,118520.0,118520.0,23.2,31.1
City of Waseca - (MN),MN,Municipal,3648,7013.0,0.0,60541.0,60541.0,14.8,9.3
City of Warroad,MN,Municipal,772,4897.6,0.0,57605.0,57605.0,11.1,10.8
City of Wapakoneta - (OH),OH,Municipal,4777,17074.0,0.0,192538.0,192538.0,33.3,36.9
Town of Wallingford - (CT),CT,Municipal,21264,69926.3,0.0,596503.0,596503.0,126.6,97.0
Town of Wakefield - (MA),MA,Municipal,11106,27077.0,0.0,190423.0,190423.0,44.5,34.6
Town of Wake Forest - (NC),NC,Municipal,5148,19203.7,0.0,162750.0,162750.0,40.4,30.9
City of Wadsworth - (OH),OH,Municipal,11895,31240.0,0.0,301540.0,301540.0,62.4,44.3
Waterloo Light & Water Comm,WI,Municipal,1541,3886.2,0.0,37396.0,37396.0,7.6,6.2
Western Coop Electric Assn Inc,KS,Cooperative,7402,37534.5,0.0,383365.0,383365.0,66.3,61.0
Watertown Municipal Utilities,SD,Municipal,10470,29758.0,0.0,383240.0,383240.0,72.9,65.6
Waupun Utilities,WI,Municipal,3733,10404.7,0.0,107443.0,107443.0,21.2,15.9
Twin Valleys Public Power Dist,NE,Political Subdivision,4106,16326.0,0.0,157720.0,157720.0,50.0,25.0
City of Westby,WI,Municipal,994,2614.2,0.0,24938.0,24938.0,5.3,4.3
Whetstone Valley Elec Coop Inc,SD,Cooperative,3048,10345.1,0.0,99151.0,99151.0,16.2,22.9
West River Electric Assn Inc,SD,Cooperative,15030,36694.0,0.0,305241.0,305241.0,64.1,62.1
City of West Point - (MS),MS,Municipal,3079,9684.0,0.0,82929.0,82929.0,20.5,13.6
West Central Electric Coop Inc - (SD),SD,Cooperative,5545,16794.0,0.0,135443.0,135443.0,24.0,31.3
West Central Electric Coop Inc - (MO),MO,Cooperative,13756,26713.0,0.0,252999.0,252999.0,60.0,74.0
Wellsborough Electric Co,PA,Investor Owned,5112,13830.0,0.0,112769.0,112769.0,20.5,22.0
Webster Electric Coop,MO,Cooperative,17555,29127.0,0.0,357584.0,357584.0,85.5,87.4
